OPEID,state,city,Name,Address,City2,State3,State Desc,Zip Code,Zip Ext,"Prog
Length","School
Type",Year 1,"
Num 1","
Denom 1",DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,"Average or
Greater than 30",Year 2,"
Num 2","
Denom 2",DRate 2,PRate 2,Year 3,"
Num 3","
Denom 3",DRate 3,PRate 3
42401,Antigua,Coolidge,AMERICAN UNIVERSITY OF ANTIGUA COLLEGE OF MEDICINE               ,UNIVERSITY PARK                    JABBERWOCK BEAC,COOLIDGE            ,FC,ANTIGUA             ,     ,    ,7,7,2016,1,54,1.8,A,5,        ,11,0,2015,,,,,2014,0,0,0,A
31000,Australia,Adelaide,UNIVERSITY OF ADELAIDE (THE)                                     ,NORTH TERRACE                                     ,ADELAIDE            ,FC,AUSTRALIA           ,5005,    ,8,5,2016,1,14,7.1,B,5,        ,11,1,2015,1,15,6.6,B,2014,1,15,6.6,B
11091,Australia,"Bedford Park,",FLINDERS UNIVERSITY                                              ,STURT ROAD                                        ,"BEDFORD PARK,       ",FC,AUSTRALIA           ,5042,    ,8,5,2016,0,22,0,B,5,        ,11,1,2015,1,26,3.8,B,2014,1,19,5.2,B
10692,Australia,Brisbane,UNIVERSITY OF QUEENSLAND (THE)                                   ,ST LUCIA                                          ,BRISBANE            ,FC,AUSTRALIA           ,4072,    ,8,5,2016,4,95,4.2,A,5,        ,11,0,2015,3,77,3.8,A,2014,3,65,4.6,A
10588,Australia,Canberra,AUSTRALIAN NATIONAL UNIVERSITY                                   ,"BUILDING 10, CHANCELRY             EAST ROAD, ACTO",CANBERRA            ,FC,AUSTRALIA           ,2601,    ,8,5,2016,1,24,4.1,B,5,        ,11,1,2015,1,26,3.8,B,2014,2,37,5.4,B
10914,Australia,Clayton,MONASH UNIVERSITY                                                ,WELLINGTON ROAD                                   ,CLAYTON             ,FC,AUSTRALIA           ,3800,    ,8,5,2016,0,30,0,B,5,        ,11,1,2015,0,28,0,B,2014,0,28,0,B
11094,Australia,Crawley,UNIVERSITY OF WESTERN AUSTRALIA (THE)                            ,35 STIRLING HIGHWAY                               ,CRAWLEY             ,FC,AUSTRALIA           ,6009,    ,8,5,2016,1,19,5.2,B,5,        ,11,1,2015,1,20,5,B,2014,1,13,7.6,B
30954,Australia,Gold Coast,BOND UNIVERSITY                                                  ,UNIVERSITY DRIVE                   ROBINA         ,GOLD COAST          ,FC,AUSTRALIA           ,4229,    ,8,6,2016,0,30,0,A,5,        ,11,0,2015,0,87,0,B,2014,1,99,1,B
8505,Australia,Melbourne,UNIVERSITY OF MELBOURNE                                          ,GRATTAN STREET                     PARKVILLE      ,MELBOURNE           ,FC,AUSTRALIA           ,3010,    ,8,5,2016,1,44,2.2,A,5,        ,11,0,2015,1,60,1.6,A,2014,2,59,3.3,A
30961,Australia,Melbourne,LA TROBE UNIVERSITY                                              ,BUNDOORA CAMPUS                    LA TROBE UNIVER,MELBOURNE           ,FC,AUSTRALIA           ,3083,    ,8,5,2016,2,19,10.5,B,5,        ,11,1,2015,3,29,10.3,B,2014,8,38,21,B
25796,Australia,Murdoch Perth,MURDOCH UNIVERSITY                                               ,90 SOUTH STREET                                   ,MURDOCH PERTH       ,FC,AUSTRALIA           ,6150,    ,8,5,2016,2,34,5.8,B,5,        ,11,1,2015,4,44,9,B,2014,4,50,8,B
10681,Australia,North Ryde,MACQUARIE UNIVERSITY                                             ,BALACLAVA ROAD                                    ,NORTH RYDE          ,FC,AUSTRALIA           ,2109,    ,8,5,2016,2,39,5.1,B,5,        ,11,1,2015,3,46,6.5,B,2014,2,63,3.1,B
30672,Australia,The University Of Sy,UNIVERSITY OF SYDNEY                                             ,LEVEL 4 F23 ADMINISTRATION BUILDINGCORNER OF EASTE,THE UNIVERSITY OF SY,FC,AUSTRALIA           ,2006,    ,8,5,2016,4,48,8.3,P,5,        ,11,0,2015,4,75,5.3,P,2014,6,76,7.8,P
12206,Australia,Townsville,JAMES COOK UNIVERSITY                                            ,DOUGLAS CAMPUS                                    ,TOWNSVILLE          ,FC,AUSTRALIA           ,4811,    ,8,5,2016,2,88,2.2,B,5,        ,11,1,2015,1,34,2.9,A,2014,1,33,3,A
31504,Australia,Ultimo,UNIVERSITY OF TECHNOLOGY SYDNEY                                  ,15 BROADWAY                                       ,ULTIMO              ,FC,AUSTRALIA           ,2007,    ,8,5,2016,3,36,8.3,B,5,        ,11,1,2015,2,34,5.8,B,2014,2,29,6.8,B
8670,Australia,"Unsw, Sydney",UNIVERSITY OF NEW SOUTH WALES (THE)                              ,"GATE 9, HIGH STREET                CHANCELLERY BUI","UNSW, SYDNEY        ",FC,AUSTRALIA           ,2052,    ,8,5,2016,2,78,2.5,B,5,        ,11,1,2015,2,88,2.2,B,2014,2,113,1.7,B
30914,Australia,Wollongong,UNIVERSITY OF WOLLONGONG                                         ,NORTHFIELDS AVENUE                                ,WOLLONGONG          ,FC,AUSTRALIA           ,2522,    ,8,5,2016,0,15,0,B,5,        ,11,1,2015,1,19,5.2,B,2014,2,25,8,B
34603,Austria,Trumau,INTERNATIONALES THEOLOGISCHES INSTITUT                           ,SCHLOSSGASSE 21                                   ,TRUMAU              ,FC,AUSTRIA             ,2521,    ,8,6,2016,0,14,0,B,5,        ,11,1,2015,0,15,0,B,2014,0,15,0,B
22460,Barbados,St. Michael,"ROSS UNIVERSITY, SCHOOL OF MEDICINE                              ",LLOYD ERSKINE SANDIFORD CENTRE     TWO MILE HILL  ,ST. MICHAEL         ,FC,BARBADOS            ,BB110,93,7,7,2016,13,1125,1.1,A,5,        ,11,0,2015,10,1091,0.9,A,2014,8,1072,0.7,A
22011,Canada,Abbotsford,COLUMBIA BIBLE COLLEGE                                           ,2940 CLEARBROOK ROAD                              ,ABBOTSFORD          ,FC,CANADA              ,V2T  , 2Z8,6,6,2016,1,19,5.2,B,5,        ,11,1,2015,1,20,5,B,2014,1,22,4.5,B
33485,Canada,Ancaster,REDEEMER UNIVERSITY COLLEGE                                      ,777 GARNER ROAD EAST                              ,ANCASTER            ,FC,CANADA              ,L9K 1,J4  ,6,6,2016,0,11,0,B,5,        ,11,1,2015,0,8,0,B,2014,1,14,7.1,B
6681,Canada,Antigonish,ST. FRANCIS XAVIER UNIVERSITY                                    ,1 WEST STREET                                     ,ANTIGONISH          ,FC,CANADA              ,B2G 2,W5  ,8,5,2016,0,15,0,B,5,        ,11,1,2015,1,22,4.5,B,2014,4,28,14.2,B
9421,Canada,Brandon,BRANDON UNIVERSITY                                               ,270-18TH STREET                                   ,BRANDON             ,FC,CANADA              ,R7A  , 6A9,8,5,2016,3,9,33.3,B,5,        ,11,1,2015,2,10,20,B,2014,2,15,13.3,B
8444,Canada,Burnaby,SIMON FRASER UNIVERSITY                                          ,8888 UNIVERSITY DRIVE                             ,BURNABY             ,FC,CANADA              ,V5A 1,S6  ,8,5,2016,3,38,7.8,A,5,        ,11,0,2015,5,38,13.1,A,2014,2,40,5,A
7874,Canada,Calgary,UNIVERSITY OF CALGARY                                            ,2500 UNIVERSITY DRIVE NW                          ,CALGARY             ,FC,CANADA              ,T2N 1,N4  ,8,5,2016,1,35,2.8,B,5,        ,11,1,2015,2,30,6.6,B,2014,2,34,5.8,B
32983,Canada,Calgary,ALBERTA UNIVERSITY OF THE ARTS                                   ,1407 - 14TH AVENUE NW                             ,CALGARY             ,FC,CANADA              ,T2N 4,R3  ,8,5,2016,0,5,0,B,5,        ,11,1,2015,0,8,0,B,2014,0,14,0,B
41567,Canada,Calgary,AMBROSE UNIVERSITY                                               ,"150 AMBROSE CIRCLE, SW                            ",CALGARY             ,FC,CANADA              ,T3H0L,5,8,6,2016,0,5,0,P,5,        ,11,0,2015,,,,,2014,0,9,0,P
11722,Canada,Caronport,BRIERCREST  COLLEGE AND SEMINARY                                 ,510 COLLEGE DRIVE                                 ,CARONPORT           ,FC,CANADA              ,S0H 0,S0  ,8,6,2016,2,11,18.1,B,5,        ,11,1,2015,1,13,7.6,B,2014,2,18,11.1,B
9367,Canada,Charlottetown,UNIVERSITY OF PRINCE EDWARD ISLAND                               ,550 UNIVERSITY AVENUE                             ,CHARLOTTETOWN       ,FC,CANADA              ,C1A  , 4P3,8,5,2016,1,61,1.6,B,5,        ,11,1,2015,1,70,1.4,B,2014,2,77,2.5,B
34203,Canada,Charlottetown,HOLLAND COLLEGE                                                  ,INTERNATIONAL OFFICE               140 WEYMOUTH ST,CHARLOTTETOWN       ,FC,CANADA              ,C1A  ,4Z1 ,11,5,2016,4,15,26.6,B,5,        ,11,1,2015,5,18,27.7,B,2014,3,15,20,B
6682,Canada,Fredericton,ST THOMAS UNIVERSITY                                             ,51 DINEEN DRIVE                                   ,FREDERICTON         ,FC,CANADA              ,E3B  , 5G3,6,5,2016,5,25,20,B,5,        ,11,1,2015,2,21,9.5,B,2014,3,19,15.7,B
6685,Canada,Fredericton,UNIVERSITY OF NEW BRUNSWICK (THE)                                ,26 BAILEY DRIVE                                   ,FREDERICTON         ,FC,CANADA              ,E3B  , 5A3,8,5,2016,0,18,0,B,5,        ,11,1,2015,2,22,9,B,2014,2,14,14.2,B
6683,Canada,Guelph,UNIVERSITY OF GUELPH                                             ,UNIVERSITY CENTRE                  50 STONE RD EAS,GUELPH              ,FC,CANADA              ,N1G 2,W1  ,8,5,2016,2,43,4.6,B,5,        ,11,1,2015,2,41,4.8,B,2014,1,36,2.7,B
6838,Canada,Halifax,DALHOUSIE UNIVERSITY                                             ,6299 SOUTH STREET RM. 125                         ,HALIFAX             ,FC,CANADA              ,B3H  , 4R2,8,5,2016,2,39,5.1,P,5,        ,11,0,2015,1,42,2.3,P,2014,1,33,3,P
8364,Canada,Halifax,SAINT MARY'S UNIVERSITY                                          ,923 ROBIE STREET                                  ,HALIFAX             ,FC,CANADA              ,B3H 3,C3  ,8,5,2016,3,26,11.5,B,5,        ,11,1,2015,3,28,10.7,B,2014,2,23,8.6,B
9501,Canada,Halifax,UNIVERSITY OF KING'S COLLEGE                                     ,6350 COBURG ROAD                                  ,HALIFAX             ,FC,CANADA              ,B3H  , 2A1,8,5,2016,0,19,0,B,5,        ,11,1,2015,1,18,5.5,B,2014,1,17,5.8,B
6679,Canada,Kingston,QUEEN'S UNIVERSITY AT KINGSTON                                   ,99 UNIVERSITY AVENUE                              ,KINGSTON            ,FC,CANADA              ,K7L  , 3N6,8,5,2016,2,59,3.3,B,5,        ,11,1,2015,2,60,3.3,B,2014,2,75,2.6,B
23249,Canada,Kitchener,EMMANUEL BIBLE COLLEGE                                           ,100 FERGUS AVENUE                                 ,KITCHENER           ,FC,CANADA              ,N2A  , 2H2,6,6,2016,0,2,0,B,5,        ,11,1,2015,,,,,2014,0,1,0,B
33354,Canada,Lacombe,BURMAN UNIVERSITY                                                ,6730 UNIVERSITY DRIVE                             ,LACOMBE             ,FC,CANADA              ,T4L 2,E5  ,6,6,2016,2,28,7.1,B,5,        ,11,1,2015,2,29,6.8,B,2014,1,24,4.1,B
9486,Canada,Langley,TRINITY WESTERN UNIVERSITY                                       ,7600 GLOVER ROAD                                  ,LANGLEY             ,FC,CANADA              ,V2Y 1,Y1  ,8,6,2016,7,106,6.6,B,5,        ,11,1,2015,2,32,6.2,A,2014,3,49,6.1,A
8446,Canada,London,UNIVERSITY OF WESTERN ONTARIO (THE)                              ,1151 RICHMOND STREET                              ,LONDON              ,FC,CANADA              ,N6A 3,K6  ,8,5,2016,0,44,0,B,5,        ,11,1,2015,0,45,0,B,2014,1,46,2.1,B
38473,Canada,Moncton,CRANDALL UNIVERSITY                                              ,333 GORGE ROAD                                    ,MONCTON             ,FC,CANADA              ,E1G 3,H9  ,8,6,2016,0,5,0,B,5,        ,11,1,2015,0,5,0,B,2014,0,5,0,B
6677,Canada,Montreal,MCGILL UNIVERSITY                                                ,845 SHERBROOKE STREET WEST                        ,MONTREAL            ,FC,CANADA              ,H3A  , 0G4,8,5,2016,6,259,2.3,P,5,        ,11,0,2015,8,260,3,P,2014,4,277,1.4,P
8365,Canada,Montreal,CONCORDIA UNIVERSITY                                             ,"1455 DE MAISONNEUVE WEST, GM-230                  ",MONTREAL            ,FC,CANADA              ,H3G 1,M8  ,8,5,2016,5,82,6,A,5,        ,11,0,2015,3,70,4.2,A,2014,2,76,2.6,A
8366,Canada,Montreal,UNIVERSITE DE MONTREAL                                           ,2900 EDOUARD-MONTPETIT BOULEVARD   ROOM H401      ,MONTREAL            ,FC,CANADA              ,H3T 1,J4  ,8,5,2016,0,22,0,B,5,        ,11,1,2015,2,19,10.5,B,2014,2,18,11.1,B
6686,Canada,Ottawa,UNIVERSITY OF OTTAWA                                             ,550 CUMBERLAND STREET                             ,OTTAWA              ,FC,CANADA              ,K1N  , 6N5,8,5,2016,4,40,10,B,5,        ,11,1,2015,0,34,0,B,2014,1,29,3.4,B
8368,Canada,Ottawa,CARLETON UNIVERSITY                                              ,1125 COLONEL BY DRIVE                             ,OTTAWA              ,FC,CANADA              ,K1S  , 5B6,8,5,2016,1,50,2,B,5,        ,11,1,2015,2,41,4.8,B,2014,3,40,7.5,B
10221,Canada,Ottawa,SAINT PAUL UNIVERSITY                                            ,223 MAIN STREET                                   ,OTTAWA              ,FC,CANADA              ,K1S  , 1C4,8,5,2016,0,6,0,B,5,        ,11,1,2015,0,6,0,B,2014,0,5,0,B
12274,Canada,Otterburne,PROVIDENCE UNIVERSITY COLLEGE AND THEOLOGICAL SEMINARY           ,10 COLLEGE CRESCENT                               ,OTTERBURNE          ,FC,CANADA              ,R0A 1,G0  ,8,6,2016,2,9,22.2,B,5,        ,11,1,2015,1,13,7.6,B,2014,1,14,7.1,B
36133,Canada,Prince George,UNIVERSITY OF NORTHERN BRITISH COLUMBIA                          ,3333 UNIVERSITY WAY                               ,PRINCE GEORGE       ,FC,CANADA              ,V2N 4,Z9  ,8,5,2016,0,9,0,B,5,        ,11,1,2015,0,12,0,B,2014,0,11,0,B
6837,Canada,Quebec,UNIVERSITE LAVAL                                                 ,AVENUE DES SCIENCES HUMAINES       PAVILLON JEAN-C,QUEBEC              ,FC,CANADA              ,G1V 0,A6  ,8,5,2016,0,8,0,B,5,        ,11,1,2015,1,10,10,B,2014,1,10,10,B
9503,Canada,Sackville,MOUNT ALLISON UNIVERSITY                                         ,65 YORK STREET                                    ,SACKVILLE           ,FC,CANADA              ,E4L  ,10000,8,5,2016,1,27,3.7,B,5,        ,11,1,2015,1,27,3.7,B,2014,0,24,0,B
22192,Canada,Saskatoon,UNIVERSITY OF SASKATCHEWAN                                       ,105 ADMINISTRATION PLACE                          ,SASKATOON           ,FC,CANADA              ,S7N 5,A2  ,8,5,2016,4,17,23.5,B,5,        ,11,1,2015,3,13,23,B,2014,3,14,21.4,B
6852,Canada,Sherbroke,BISHOP'S UNIVERSITY                                              ,2600 COLLEGE STREET                               ,SHERBROKE           ,FC,CANADA              ,J1M  , 1Z7,8,6,2016,2,14,14.2,B,5,        ,11,1,2015,2,18,11.1,B,2014,2,23,8.6,B
40753,Canada,Squamish,QUEST UNIVERSITY CANADA                                          ,3200 UNIVERSITY BLVD                              ,SQUAMISH            ,FC,CANADA              ,V8B 0,N8  ,6,6,2016,2,32,6.2,B,5,        ,11,1,2015,3,20,15,B,2014,2,11,18.1,B
9500,Canada,St John'S,MEMORIAL UNIVERSITY OF NEWFOUNDLAND                              ,230 ELIZABETH AVENUE                              ,ST JOHN'S           ,FC,CANADA              ,A1C5S,7,8,5,2016,1,27,3.7,B,5,        ,11,1,2015,4,22,18.1,B,2014,4,21,19,B
33325,Canada,Surrey,KWANTLEN POLYTECHNIC UNIVERSITY                                  ,12666 - 72ND AVENUE                               ,SURREY              ,FC,CANADA              ,V3W 2,M8  ,6,5,2016,0,10,0,B,5,        ,11,1,2015,0,10,0,B,2014,1,10,10,B
38463,Canada,Surrey,PACIFIC LIFE BIBLE COLLEGE                                       ,15030 66A AVENUE                                  ,SURREY              ,FC,CANADA              ,V3S 2,A5  ,6,6,2016,0,11,0,B,5,        ,11,1,2015,0,8,0,B,2014,0,4,0,B
21021,Canada,Sussex,KINGSWOOD UNIVERSITY                                             ,26 WESTERN STREET                                 ,SUSSEX              ,FC,CANADA              ,E4E 5,L2  ,6,6,2016,5,72,6.9,B,5,        ,11,1,2015,4,72,5.5,B,2014,4,69,5.7,B
30338,Canada,Sydney,CAPE BRETON UNIVERSITY                                           ,1250 GRAND LAKE ROAD                              ,SYDNEY              ,FC,CANADA              ,B1P 6,S9  ,8,5,2016,4,10,40,B,5,        ,11,1,2015,3,8,37.5,B,2014,1,5,20,B
6688,Canada,Toronto,UNIVERSITY OF TORONTO                                            ,27 KING'S COLLEGE CIRCLE                          ,TORONTO             ,FC,CANADA              ,M5S 1,A1  ,8,5,2016,3,64,4.6,A,5,        ,11,0,2015,1,98,1,A,2014,4,79,5,A
7679,Canada,Toronto,YORK UNIVERSITY                                                  ,4700 KEELE STREET                                 ,TORONTO             ,FC,CANADA              ,M3J 1,P3  ,8,5,2016,6,84,7.1,B,5,        ,11,1,2015,9,108,8.3,B,2014,2,30,6.6,A
10720,Canada,Toronto,RYERSON UNIVERSITY                                               ,350 VICTORIA STREET                PODIUM  59B    ,TORONTO             ,FC,CANADA              ,M5B 2,K3  ,8,5,2016,2,28,7.1,B,5,        ,11,1,2015,3,30,10,B,2014,2,34,5.8,B
22164,Canada,Toronto,TYNDALE UNIVERSITY COLLEGE & SEMINARY                            ,3377 BAYVIEW AVENUE                               ,TORONTO             ,FC,CANADA              ,M2M 3,S4  ,8,6,2016,0,8,0,B,5,        ,11,1,2015,0,7,0,B,2014,0,4,0,B
32733,Canada,Toronto,INSTITUTE OF NATUROPATHIC EDUCATION AND RESEARCH                 ,1255 SHEPPARD AVENUE EAST                         ,TORONTO             ,FC,CANADA              ,M2K 1,E2  ,7,6,2016,1,11,9,B,5,        ,11,1,2015,0,15,0,B,2014,0,16,0,B
8369,Canada,Vancouver,UNIVERSITY OF BRITISH COLUMBIA                                   ,2329 WEST MALL                                    ,VANCOUVER           ,FC,CANADA              ,V6T  , 1Z1,8,5,2016,3,192,1.5,A,5,        ,11,0,2015,6,179,3.3,A,2014,6,190,3.1,A
10675,Canada,Vancouver,REGENT COLLEGE                                                   ,5800 UNIVERSITY BLVD                              ,VANCOUVER           ,FC,CANADA              ,V6T 2,E4  ,8,6,2016,0,58,0,B,5,        ,11,1,2015,0,76,0,B,2014,1,81,1.2,B
23388,Canada,Vancouver,EMILY CARR UNIVERSITY OF ART AND DESIGN                          ,520 EAST 1ST AVENUE                               ,VANCOUVER           ,FC,CANADA              ,V5T 0,H2  ,8,5,2016,3,45,6.6,B,5,        ,11,1,2015,4,50,8,B,2014,4,49,8.1,B
8370,Canada,Victoria,UNIVERSITY OF VICTORIA                                           ,3800 FINNERTY ROAD                                ,VICTORIA            ,FC,CANADA              ,V8W  , 2Y2,8,5,2016,9,78,11.5,B,5,        ,11,1,2015,5,69,7.2,B,2014,6,68,8.8,B
8582,Canada,Waterloo,WILFRID LAURIER UNIVERSITY                                       ,75 UNIVERSITY AVENUE WEST                         ,WATERLOO            ,FC,CANADA              ,N2L  , 3C5,8,5,2016,0,9,0,B,5,        ,11,1,2015,0,6,0,B,2014,0,4,0,B
6689,Canada,Windsor,UNIVERSITY OF WINDSOR                                            ,401 SUNSET AVENUE                                 ,WINDSOR             ,FC,CANADA              ,N9B  , 3P4,8,5,2016,3,21,14.2,B,5,        ,11,1,2015,4,29,13.7,B,2014,2,36,5.5,B
6684,Canada,Winnipeg,UNIVERSITY OF MANITOBA                                           ,"ROOM 201, ADMINISTRATION BUILDING  66 CHANCELLORS ",WINNIPEG            ,FC,CANADA              ,R3T  , 2N2,8,5,2016,5,46,10.8,B,5,        ,11,1,2015,4,36,11.1,B,2014,3,35,8.5,B
8148,Canada,Winnipeg,UNIVERSITY OF WINNIPEG (THE)                                     ,515 PORTAGE AVENUE                                ,WINNIPEG            ,FC,CANADA              ,R3B 2,E9  ,8,5,2016,1,4,25,B,5,        ,11,1,2015,0,5,0,B,2014,0,6,0,B
8449,Canada,Wolfville,ACADIA UNIVERSITY                                                ,15 UNIVERSITY AVENUE                              ,WOLFVILLE           ,FC,CANADA              ,B4P 2,R6  ,8,5,2016,0,30,0,B,5,        ,11,1,2015,0,27,0,B,2014,1,30,3.3,B
22074,China,Hong Kong Sar,CHINESE UNIVERSITY OF HONG KONG (THE)                            ,"SHATIN, NEW TERRITORIES                           ",HONG KONG SAR       ,FC,CHINA               ,     ,    ,8,5,2016,0,11,0,B,5,        ,11,1,2015,0,17,0,B,2014,1,16,6.2,B
36534,Costa Rica,San Jose,UNIVERSIDAD DE IBEROAMÃ©RICA                                      ,200 M. ESTE DE ICE                 LA FLORIDA DE T,SAN JOSE            ,FC,COSTA RICA          ,11870,-100,8,6,2016,0,15,0,B,5,        ,11,1,2015,0,13,0,B,2014,0,7,0,B
33004,Czech Republic,Prague 2,"UNIVERZITA KARLOVA V PRAZE, FIRST FACULTY OF MEDICINE (THE)      ",KATERINSKA 32                                     ,PRAGUE 2            ,FC,CZECH REPUBLIC      ,121 0,8,7,5,2016,1,15,6.6,B,5,        ,11,1,2015,0,17,0,B,2014,0,15,0,B
11226,Denmark,Aarhus C,AARHUS UNIVERSITY                                                ,NORDRE RINGGADE 1                                 ,AARHUS C            ,FC,DENMARK             ,8000,    ,8,5,2016,1,12,8.3,B,5,        ,11,1,2015,0,6,0,B,2014,0,9,0,B
6690,Denmark,Copenhagen,UNIVERSITY OF COPENHAGEN                                         ,NORREGADE 10                                      ,COPENHAGEN          ,FC,DENMARK             ,1017K,    ,8,5,2016,0,11,0,B,5,        ,11,1,2015,0,3,0,B,2014,0,2,0,B
38733,Denmark,Frederiksberg,COPENHAGEN BUSINESS SCHOOL                                       ,SOLBJERG PLADS 3                                  ,FREDERIKSBERG       ,FC,DENMARK             ,DK-20,0,8,5,2016,0,10,0,B,5,        ,11,1,2015,0,7,0,B,2014,0,2,0,B
33343,Dominican,San Francisco De Mac,UNIVERSIDAD CATÃ³LICA NORDESTANA                                  ,LOS ARROYOS 239                                   ,SAN FRANCISCO DE MAC,FC,DOMINICAN ,31000,    ,8,6,2016,4,40,10,A,5,        ,11,0,2015,7,70,10,A,2014,6,61,9.8,A
10977,Dominican,San Pedro De Macoris,UNIVERSIDAD CENTRAL DEL ESTE                                     ,AVENIDA FRANCISCO CAMANO DENO                     ,SAN PEDRO DE MACORIS,FC,DOMINICAN ,21000,    ,8,6,2016,10,147,6.8,A,5,        ,11,0,2015,32,251,12.7,A,2014,59,346,17,A
12802,Dominican,Santiago,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA                  ,AUTOPISTA DUARTE KM 1 1/2                         ,SANTIAGO            ,FC,DOMINICAN ,     ,    ,8,6,2016,2,77,2.5,A,5,        ,11,0,2015,8,75,10.6,A,2014,12,90,13.3,A
12811,Dominican,Santo Domingo,INSTITUTO TECNOLOGICO DE SANTO DOMINGO                           ,"AVENIDA DE LOS PROCERES 49, GALA                  ",SANTO DOMINGO       ,FC,DOMINICAN ,10602,    ,8,6,2016,10,68,14.7,B,5,        ,11,1,2015,21,103,20.3,B,2014,28,130,21.5,B
23518,Dominican,Santo Domingo,UNIVERSIDAD IBEROAMERICANA (UNIBE)                               ,AVENUE FRANCIA 129                 GAZCUE         ,SANTO DOMINGO       ,FC,DOMINICAN ,0,0,8,6,2016,2,114,1.7,A,5,        ,11,0,2015,3,119,2.5,A,2014,8,277,2.8,A
5034,Egypt,New Cairo,AMERICAN UNIVERSITY IN CAIRO (THE)                               ,AUC AVENUE                                        ,NEW CAIRO           ,FC,EGYPT               ,11835,    ,8,6,2016,1,36,2.7,A,5,        ,11,0,2015,2,50,4,A,2014,8,69,11.5,A
11679,England,Bath,UNIVERSITY OF BATH                                               ,CLAVERTON DOWN                                    ,BATH                ,FC,ENGLAND             ,BA2  , 7AY,8,5,2016,1,27,3.7,B,5,        ,11,1,2015,2,27,7.4,B,2014,3,25,12,B
35333,England,Bath,BATH SPA UNIVERSITY                                              ,NEWTON PARK                        NEWTON ST. LOE ,BATH                ,FC,ENGLAND             ,BA2 9,BN  ,8,5,2016,4,28,14.2,B,5,        ,11,1,2015,2,25,8,B,2014,0,18,0,B
10493,England,Bedford,CRANFIELD UNIVERSITY                                             ,"WHARLEY END, CRANFIELD                            ",BEDFORD             ,FC,ENGLAND             ,MK43 ,0AL ,8,5,2016,0,15,0,B,5,        ,11,1,2015,0,20,0,B,2014,0,21,0,B
8908,England,Birmingham,UNIVERSITY OF BIRMINGHAM (THE)                                   ,EDGBASTON                                         ,BIRMINGHAM          ,FC,ENGLAND             ,B15 2,TT  ,8,5,2016,1,42,2.3,A,5,        ,11,0,2015,1,34,2.9,A,2014,1,30,3.3,A
12215,England,Birmingham,BIRMINGHAM CITY UNIVERSITY                                       ,UNIVERSITY HOUSE                   15 BARTHOLOMEW ,BIRMINGHAM          ,FC,ENGLAND             ,B5 5J,U   ,8,5,2016,1,30,3.3,B,5,        ,11,1,2015,1,36,2.7,B,2014,0,31,0,B
12258,England,Birmingham,ASTON UNIVERSITY                                                 ,ASTON TRIANGLE                                    ,BIRMINGHAM          ,FC,ENGLAND             ,B4 7E,T   ,8,5,2016,0,12,0,B,5,        ,11,1,2015,0,9,0,B,2014,0,10,0,B
12198,England,Bradford,UNIVERSITY OF BRADFORD                                           ,RICHMOND ROAD                                     ,BRADFORD            ,FC,ENGLAND             ,BD7 1,DP  ,8,5,2016,1,34,2.9,B,5,        ,11,1,2015,1,28,3.5,B,2014,1,28,3.5,B
6699,England,Brighton,UNIVERSITY OF SUSSEX                                             ,"SUSSEX HOUSE, FALMER                              ",BRIGHTON            ,FC,ENGLAND             ,BN1  , 9RH,8,5,2016,2,81,2.4,B,5,        ,11,1,2015,1,31,3.2,A,2014,0,30,0,A
35173,England,Brighton,UNIVERSITY OF BRIGHTON                                           ,MITHRAS HOUSE                      LEWES ROAD     ,BRIGHTON            ,FC,ENGLAND             ,BN2 4,AT  ,8,5,2016,2,29,6.8,B,5,        ,11,1,2015,2,30,6.6,B,2014,3,33,9,B
7632,England,Bristol,UNIVERSITY OF BRISTOL                                            ,"BEACON HOUSE, QUEENS ROAD                         ",BRISTOL             ,FC,ENGLAND             ,BS8 1,QU  ,8,5,2016,0,31,0,A,5,        ,11,0,2015,4,98,4,B,2014,1,30,3.3,A
21948,England,Bristol,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL                       ",FRECHAY CAMPUS                     COLDHARBOUR LAN,BRISTOL             ,FC,ENGLAND             ,BS16 ,1QY ,8,5,2016,2,18,11.1,B,5,        ,11,1,2015,2,17,11.7,B,2014,2,14,14.2,B
30127,England,Buckingham,UNIVERSITY OF BUCKINGHAM                                         ,HUNTER STREET                                     ,BUCKINGHAM          ,FC,ENGLAND             ,MK18 ,1EG ,8,6,2016,1,6,16.6,B,5,        ,11,1,2015,1,7,14.2,B,2014,0,8,0,B
6691,England,Cambridge,UNIVERSITY OF CAMBRIDGE - PEMBROKE COLLEGE                       ,TRUMPINGTON STREET                                ,CAMBRIDGE           ,FC,ENGLAND             ,CB2  , 1RF,8,5,2016,0,7,0,B,5,        ,11,1,2015,0,7,0,B,2014,0,11,0,B
6850,England,Cambridge,UNIVERSITY OF CAMBRIDGE - DOWNING COLLEGE                        ,DOWNING COLLEGE                    REGENT STREET  ,CAMBRIDGE           ,FC,ENGLAND             ,CB2  , 1DQ,8,5,2016,0,7,0,B,5,        ,11,1,2015,0,7,0,B,2014,0,7,0,B
